"reported_name","Original","Genus","Family","Order","Dispersal_syndrome","Growth_form","Seed_weight_(mg)","Seed_release_height_(m)","Seed_terminal_velocity_(m/s)","Maximum_recorded_dispersal_distance_(m)","99th_percentile_dispersal_distance_(m)","90th_percentile_dispersal_distance_(m)","Mean_dispersal_distance_(m)","Mode_dispersal_distance_(m)","Median_dispersal_distance_(m)","Maximum_dispersal_distance_(m)","Calculated_maximum_dispersal_distance_(m)","Maximum_dispersal_distance_analysis_(m)","Data_type","Region","Reference","genus","species","subspecies","genus_species","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code"
"Hypericum gentianoides",NA,"Hypericum","Hypericaceae","Malpighiales","wind (none)","herb",0.04,NA,NA,0.5,NA,NA,NA,NA,NA,0.5,NA,0.5,"field","temperate","Primack & Miao 1992","Hypericum","gentianoides",NA,"Hypericum gentianoides","Hypericum gentianoides","Hypericum gentianoides","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","gbif","GBIF:3189514"
"Impatiens capensis",NA,"Impatiens","Balsaminaceae","Ericales","ballistic","herb",10.2,NA,NA,3.5,NA,NA,NA,NA,NA,3.5,NA,3.5,"field","temperate","Primack & Miao 1992","Impatiens","capensis",NA,"Impatiens capensis","Impatiens capensis","Impatiens capensis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","gbif","GBIF:2891774"
"Juglans nigra",NA,"Juglans","Juglandaceae","Fagales","animal","tree",11303,30,NA,151,NA,NA,NA,38.1,11.6,151,NA,151,"field","temperate","Stapanian & Smith 1986","Juglans","nigra",NA,"Juglans nigra","Juglans nigra","Juglans nigra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054357"
"Larix laricina",NA,"Larix","Pinaceae","Pinales","wind (special)","tree",2,NA,NA,80,NA,NA,4.54,NA,NA,80,NA,80,"field","temperate","Brown et al. 1988 in Cain et al. 1998","Larix","laricina",NA,"Larix laricina","Larix laricina","Larix laricina","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2686231"
"Liatris aspera",NA,"Liatris","Asteraceae","Asterales","wind (special)","herb",2.1,NA,NA,9,NA,NA,2.5,NA,NA,9,NA,9,"field","temperate","Levin & Kerster 1974 in Cain et al. 1998","Liatris","aspera",NA,"Liatris aspera","Liatris aspera","Liatris aspera","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3104265"
"Liatris cylindracea",NA,"Liatris","Asteraceae","Asterales","wind (special)","herb",3.26,NA,NA,9,NA,NA,2.5,NA,NA,9,NA,9,"field","temperate","Levin & Kerster 1974 in Cain et al. 1998","Liatris","cylindracea",NA,"Liatris cylindracea","Liatris cylindracea","Liatris cylindracea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3104278"
"Liriodendron tulipifera",NA,"Liriodendron","Magnoliaceae","Magnoliales","wind (special)","tree",31.76,61,1.08,111.9,NA,NA,NA,NA,NA,111.9,NA,111.9,"model","temperate","Matlack 1987","Liriodendron","tulipifera",NA,"Liriodendron tulipifera","Liriodendron tulipifera","Liriodendron tulipifera","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","gbif","GBIF:3152861"
"Lophion rostratum","Viola rostrata","Lophion","Violaceae","Malpighiales","ballistic","herb",NA,NA,NA,4.2,NA,NA,1.2,NA,NA,4.2,NA,4.2,"field","temperate","Beattie & Lyons 1975","Lophion","rostratum",NA,"Lophion rostratum","Lophion rostratum","Viola rostrata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331225"
"Mimulus guttatus",NA,"Mimulus","Phrymaceae","Lamiales","wind (none)","herb",0,0.6,1.09,4.75,NA,1,NA,NA,NA,4.75,NA,4.75,"field","temperate","Vickery et al. 1986","Mimulus","guttatus",NA,"Mimulus guttatus","Mimulus guttatus","Mimulus guttatus","Plantae",NA,"Magnoliopsida","Lamiales","Phrymaceae","itis","ITIS:33236"
"Mirabilis hirsuta",NA,"Mirabilis","Nyctaginaceae","Caryophyllales","wind (none)","herb",15.74,NA,2.17,1.6,NA,NA,0.4,NA,NA,1.6,NA,1.6,"field","temperate","Platt & Weis 1977, Platt 1976","Mirabilis","hirsuta",NA,"Mirabilis hirsuta","Mirabilis hirsuta","Mirabilis hirsuta","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","gbif","GBIF:9862208"
"Oclemena acuminata","Aster acuminatus","Oclemena","Asteraceae","Asterales","wind (special)","herb",0.44,NA,NA,5.25,NA,NA,1.18,NA,NA,5.25,NA,5.25,"field","temperate","Hughes et al. 1988","Oclemena","acuminata",NA,"Oclemena acuminata","Oclemena acuminata","Oclemena acuminata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3099206"
"Oenothera biennis",NA,"Oenothera","Onagraceae","Myrtales","wind (none)","herb",0.19,2,1.2,5,NA,NA,1.83,NA,NA,5,NA,5,"field","temperate","Platt & Weis 1977","Oenothera","biennis",NA,"Oenothera biennis","Oenothera biennis","Oenothera biennis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3188924"
"Parmena spectabilis","Rubus spectabilis","Parmena","Rosaceae","Rosales","animal","herb",3.19,NA,NA,1000,NA,NA,NA,NA,494,1000,NA,1000,"field","temperate","Hickey et al. 1999","Parmena","spectabilis",NA,"Parmena spectabilis","Parmena spectabilis","Rubus spectabilis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:2993761"
"Parthenocissus quinquefolia",NA,"Parthenocissus","Vitaceae","Vitales","animal","shrub",29,10,NA,24,NA,NA,NA,3,9,24,NA,24,"field","temperate","Hoppes 1988","Parthenocissus","quinquefolia",NA,"Parthenocissus quinquefolia","Parthenocissus quinquefolia","Parthenocissus quinquefolia","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","gbif","GBIF:3039194"
"Penstemon laevigatus subsp. digitalis","Penstemon digitalis","Penstemon","Plantaginaceae","Lamiales","wind (none)","herb",NA,NA,NA,2.5,NA,NA,NA,1.25,NA,2.5,NA,2.5,"field","temperate","Thomas (pers. comm.) in Willson 1993","Penstemon","laevigatus","subsp. digitalis","Penstemon laevigatus","Penstemon laevigatus","Penstemon laevigatus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3171542"
"Phlox pilosa",NA,"Phlox","Polemoniaceae","Ericales","ballistic","herb",2.53,NA,NA,3.6,NA,NA,1.2,NA,NA,3.6,NA,3.6,"field","temperate","Levin & Kerster 1974 in Cain et al. 1998","Phlox","pilosa",NA,"Phlox pilosa","Phlox pilosa","Phlox pilosa","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:2927734"
"Phlox drummondii",NA,"Phlox","Polemoniaceae","Ericales","ballistic","herb",1.7,NA,NA,1.6,NA,NA,0.78,NA,NA,1.6,NA,1.6,"field","temperate","Stamp & Lucas 1983","Phlox","drummondii",NA,"Phlox drummondii","Phlox drummondii","Phlox drummondii","Plantae","Tracheophyta","Magnoliopsida","Ericales","Polemoniaceae","gbif","GBIF:2927723"
"Physalis longifolia subsp. subglabrata","Physalis subglabrata","Physalis","Solanaceae","Solanales","wind (special)","herb",NA,NA,2.12,1.47,NA,NA,NA,NA,NA,1.47,NA,1.47,"model","temperate","Matlack 1987","Physalis","longifolia","subsp. subglabrata","Physalis longifolia","Physalis longifolia","Physalis longifolia","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","gbif","GBIF:5341818"
"Phytolacca americana",NA,"Phytolacca","Phytolaccaceae","Caryophyllales","animal","herb",9,NA,NA,33,NA,NA,NA,0.5,NA,33,NA,33,"field","temperate","Hoppes 1988","Phytolacca","americana",NA,"Phytolacca americana","Phytolacca americana","Phytolacca americana","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","gbif","GBIF:3084015"
"Pinus palustris",NA,"Pinus","Pinaceae","Pinales","wind (special)","tree",94,NA,NA,NA,90,NA,NA,NA,NA,90,NA,90,"field","temperate","Boyer 1958 in Hughes et al. 1994","Pinus","palustris",NA,"Pinus palustris","Pinus palustris","Pinus palustris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285816"
"Pinus albicaulis",NA,"Pinus","Pinaceae","Pinales","animal","tree",72.09,NA,NA,3500,NA,NA,NA,NA,NA,3500,NA,3500,"field","temperate","Hutchins & Lanner 1982","Pinus","albicaulis",NA,"Pinus albicaulis","Pinus albicaulis","Pinus albicaulis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285183"
"Pinus edulis",NA,"Pinus","Pinaceae","Pinales","animal","tree",243,NA,NA,22000,NA,NA,14300,NA,NA,22000,NA,22000,"field","temperate","Vander Wall & Balda 1977","Pinus","edulis",NA,"Pinus edulis","Pinus edulis","Pinus edulis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285796"
"Pinus contorta",NA,"Pinus","Pinaceae","Pinales","wind (special)","tree",9.1,NA,NA,NA,NA,NA,28,NA,NA,NA,165.5783,165.5783,"model","temperate","Vander Wall 2003","Pinus","contorta",NA,"Pinus contorta","Pinus contorta","Pinus contorta","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285750"
"Pinus jeffreyi",NA,"Pinus","Pinaceae","Pinales","animal","tree",195.3,NA,NA,NA,NA,NA,40,NA,NA,NA,235.1944,235.1944,"model","temperate","Vander Wall 2003","Pinus","jeffreyi",NA,"Pinus jeffreyi","Pinus jeffreyi","Pinus jeffreyi","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:8892957"
"Pinus lambertiana",NA,"Pinus","Pinaceae","Pinales","animal","tree",233.4,NA,NA,NA,NA,NA,27.8,NA,NA,NA,164.4145,164.4145,"model","temperate","Vander Wall 2003","Pinus","lambertiana",NA,"Pinus lambertiana","Pinus lambertiana","Pinus lambertiana","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284989"
"Pinus ponderosa",NA,"Pinus","Pinaceae","Pinales","animal","tree",68.7,NA,NA,NA,NA,NA,32.8,NA,NA,NA,193.4728,193.4728,"model","temperate","Vander Wall 2003","Pinus","ponderosa",NA,"Pinus ponderosa","Pinus ponderosa","Pinus ponderosa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285053"
"Plantago patagonica subsp. aristata","Plantago aristata","Plantago","Plantaginaceae","Lamiales","wind (none)","herb",1.5,NA,NA,18,NA,NA,NA,NA,NA,18,NA,18,"field","temperate","Primack & Miao 1992","Plantago","patagonica","subsp. aristata","Plantago patagonica","Plantago patagonica","Plantago patagonica","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3189704"
"Platanus occidentalis",NA,"Platanus","Platanaceae","Proteales","wind (special)","tree",3.92,25,1.66,62.8,NA,NA,NA,NA,NA,62.8,NA,62.8,"model","temperate","Matlack 1987","Platanus","occidentalis",NA,"Platanus occidentalis","Platanus occidentalis","Platanus occidentalis","Plantae","Tracheophyta","Magnoliopsida","Proteales","Platanaceae","gbif","GBIF:3152820"
"Prunus serotina",NA,"Prunus","Rosaceae","Rosales","animal","tree",83.9,15,NA,25,NA,NA,NA,NA,NA,25,NA,25,"field","temperate","Smith 1975","Prunus","serotina",NA,"Prunus serotina","Prunus serotina","Prunus serotina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3021850"
"Purshia tridentata",NA,"Purshia","Rosaceae","Rosales","animal","shrub",30,NA,NA,25.7,NA,NA,10.21,NA,NA,25.7,NA,25.7,"field","temperate","Vander Wall 1994","Purshia","tridentata",NA,"Purshia tridentata","Purshia tridentata","Purshia tridentata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5370313"
"Quercus palustris",NA,"Quercus","Fagaceae","Fagales","animal","tree",1087,25,NA,1900,NA,NA,1100,NA,NA,1900,NA,1900,"field","temperate","Darley-Hill & Johnson 1981","Quercus","palustris",NA,"Quercus palustris","Quercus palustris","Quercus palustris","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:8313153"
"Quercus macrocarpa",NA,"Quercus","Fagaceae","Fagales","animal","tree",6145,NA,NA,51.5,NA,NA,NA,NA,10.3,51.5,NA,51.5,"field","temperate","Stapanian & Smith 1986","Quercus","macrocarpa",NA,"Quercus macrocarpa","Quercus macrocarpa","Quercus macrocarpa","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878213"
"Quercus muehlenbergii",NA,"Quercus","Fagaceae","Fagales","animal","tree",1192.17,NA,NA,45.3,NA,NA,NA,NA,6.4,45.3,NA,45.3,"field","temperate","Stapanian & Smith 1986","Quercus","muehlenbergii",NA,"Quercus muehlenbergii","Quercus muehlenbergii","Quercus muehlenbergii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879947"
"Ranunculus adoneus",NA,"Ranunculus","Ranunculaceae","Ranunculales","wind (special)","herb",NA,NA,NA,0.18,NA,NA,NA,NA,NA,0.18,NA,0.18,"field","temperate","Scherff et al. 1994","Ranunculus","adoneus",NA,"Ranunculus adoneus","Ranunculus adoneus","Ranunculus adoneus","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033375"
"Rumex obtusifolius",NA,"Rumex","Polygonaceae","Caryophyllales","wind (special)","herb",3.32,1.5,1.26,2.48,NA,NA,NA,NA,NA,2.48,NA,2.48,"model","temperate","Matlack 1987","Rumex","obtusifolius",NA,"Rumex obtusifolius","Rumex obtusifolius","Rumex obtusifolius","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2889011"
"Sanguinaria canadensis",NA,"Sanguinaria","Papaveraceae","Ranunculales","ant","herb",11.51,NA,NA,12,NA,NA,NA,NA,NA,12,NA,12,"field","temperate","Pudlo et al. 1980","Sanguinaria","canadensis",NA,"Sanguinaria canadensis","Sanguinaria canadensis","Sanguinaria canadensis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:5334192"
"Schizachyrium scoparius","Andropogon scoparius","Schizachyrium","Poaceae","Poales","wind (special)","herb",1.5,NA,0.91,4.11,NA,NA,NA,NA,NA,4.11,NA,4.11,"field","temperate","Campbell 1983 in Cain et al. 1998","Schizachyrium","scoparius",NA,"Schizachyrium scoparius","Schizachyrium scoparius","Schizachyrium scoparium","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704432"
"Senecio squalidus",NA,"Senecio","Asteraceae","Asterales","wind (special)","herb",0.36,0.6,0.33,2.53,NA,NA,NA,NA,NA,2.53,NA,2.53,"model","temperate","Matlack 1987","Senecio","squalidus",NA,"Senecio squalidus","Senecio squalidus","Senecio squalidus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3109117"
"Setaria parviflora","Setaria geniculata","Setaria","Poaceae","Poales","wind (none)","herb",1.76,NA,2.09,0.39,NA,NA,0.11,NA,NA,0.39,NA,0.39,"field","temperate","Rabinowitz & Rapp 1981","Setaria","parviflora",NA,"Setaria parviflora","Setaria parviflora","Setaria parviflora","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289679"
"Silphium laciniatum",NA,"Silphium","Asteraceae","Asterales","wind (special)","herb",37,NA,NA,4.6,NA,NA,1.06,NA,1,4.6,NA,4.6,"field","temperate","Pleasants & Jurik 1992","Silphium","laciniatum",NA,"Silphium laciniatum","Silphium laciniatum","Silphium laciniatum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3092583"
"Solidago altissima",NA,"Solidago","Asteraceae","Asterales","wind (special)","herb",0.11,NA,0.28,14.9,NA,NA,NA,NA,NA,14.9,NA,14.9,"model","temperate","Matlack 1987","Solidago","altissima",NA,"Solidago altissima","Solidago altissima","Solidago altissima","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5389058"
"Solidago rigida",NA,"Solidago","Asteraceae","Asterales","wind (special)","herb",0.52,NA,0.34,15,NA,NA,4.9,NA,NA,15,NA,15,"field","temperate","Platt & Weis 1977","Solidago","rigida",NA,"Solidago rigida","Solidago rigida","Solidago rigida","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5389156"
"Sorghastrum nutans",NA,"Sorghastrum","Poaceae","Poales","wind (special)","herb",2.8,NA,1.94,0.24,NA,NA,0.06,NA,NA,0.24,NA,0.24,"field","temperate","Rabinowitz & Rapp 1981","Sorghastrum","nutans",NA,"Sorghastrum nutans","Sorghastrum nutans","Sorghastrum nutans","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704414"
"Sphenopholis obtusata",NA,"Sphenopholis","Poaceae","Poales","wind (none)","herb",0.19,NA,0.87,0.46,NA,NA,0.08,NA,NA,0.46,NA,0.46,"field","temperate","Rabinowitz & Rapp 1981","Sphenopholis","obtusata",NA,"Sphenopholis obtusata","Sphenopholis obtusata","Sphenopholis obtusata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703349"
"Sporobolus airoides",NA,"Sporobolus","Poaceae","Poales","wind (none)","herb",0.26,NA,NA,15.2,NA,NA,3.33,NA,NA,15.2,NA,15.2,"field","temperate","Knipe & Springfield 1972","Sporobolus","airoides",NA,"Sporobolus airoides","Sporobolus airoides","Sporobolus airoides","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704783"
"Stillingia sylvatica",NA,"Stillingia","Euphorbiaceae","Malpighiales","ant","herb",40.2,NA,NA,NA,NA,NA,9,NA,NA,NA,54.1969,54.1969,"field","temperate","Stamp & Lucas 1990","Stillingia","sylvatica",NA,"Stillingia sylvatica","Stillingia sylvatica","Stillingia sylvatica","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3055154"
"Symphyotrichum prenanthoides","Aster prenanthoides","Symphyotrichum","Asteraceae","Asterales","wind (special)","herb",0.33,NA,0.66,3.11,NA,NA,NA,NA,NA,3.11,NA,3.11,"model","temperate","Matlack 1987","Symphyotrichum","prenanthoides",NA,"Symphyotrichum prenanthoides","Symphyotrichum prenanthoides","Symphyotrichum prenanthoides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3151594"
"Thuja plicata",NA,"Thuja","Cupressaceae","Pinales","wind (special)","tree",1.4,60,NA,122,NA,NA,NA,30,NA,122,NA,122,"field","temperate","Gashwiler 1969 in Hughes et al. 1994","Thuja","plicata",NA,"Thuja plicata","Thuja plicata","Thuja plicata","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","gbif","GBIF:2684171"
"Thuja sp.",NA,"Thuja","Cupressaceae","Pinales","animal","tree",NA,NA,NA,15000,NA,NA,NA,NA,NA,15000,NA,15000,"field","temperate","Reimers 1958 in Vander Wall & Balda 1977","Thuja","sp.",NA,"Thuja sp.","Thuja sp.","Thuja sp.",NA,NA,NA,NA,NA,NA,NA
"Tilia americana",NA,"Tilia","Malvaceae","Malvales","wind (special)","tree",333.8,NA,2.92,15,NA,NA,NA,NA,NA,15,NA,15,"model","temperate","Matlack 1987","Tilia","americana",NA,"Tilia americana","Tilia americana","Tilia americana","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152042"
"Toxicodendron radicans",NA,"Toxicodendron","Anacardiaceae","Sapindales","animal","shrub",29,NA,NA,33,NA,NA,NA,NA,NA,33,NA,33,"field","temperate","Hoppes 1988","Toxicodendron","radicans",NA,"Toxicodendron radicans","Toxicodendron radicans","Toxicodendron radicans","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","gbif","GBIF:3190628"
"Tragopogon porrifolius",NA,"Tragopogon","Asteraceae","Asterales","wind (special)","herb",7.05,1,0.3,6.9,NA,NA,NA,NA,NA,6.9,NA,6.9,"model","temperate","Matlack 1987","Tragopogon","porrifolius",NA,"Tragopogon porrifolius","Tragopogon porrifolius","Tragopogon porrifolius","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5386938"
"Trifolium arvense",NA,"Trifolium","Fabaceae","Fabales","wind (special)","herb",0.31,0.3,1.25,0.75,NA,NA,NA,NA,NA,0.75,NA,0.75,"model","temperate","Matlack 1987","Trifolium","arvense",NA,"Trifolium arvense","Trifolium arvense","Trifolium arvense","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359246"
"Trillium ovatum",NA,"Trillium","Melanthiaceae","Liliales","ant","herb",10.94,NA,NA,1.8,NA,NA,0.58,NA,NA,1.8,NA,1.8,"field","temperate","Mesler & Lu 1985","Trillium","ovatum",NA,"Trillium ovatum","Trillium ovatum","Trillium ovatum","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","gbif","GBIF:2742413"
"Trillium grandiflorum",NA,"Trillium","Melanthiaceae","Liliales","animal","herb",10.7,NA,NA,3750,NA,NA,NA,NA,700,3750,NA,3750,"field","temperate","Vellend et al. 2003","Trillium","grandiflorum",NA,"Trillium grandiflorum","Trillium grandiflorum","Trillium grandiflorum","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","gbif","GBIF:2742283"
"Tsuga heterophylla",NA,"Tsuga","Pinaceae","Pinales","wind (special)","tree",2,45,NA,122,NA,NA,NA,30,NA,122,NA,122,"field","temperate","Gashwiler 1969 in Hughes et al. 1994","Tsuga","heterophylla",NA,"Tsuga heterophylla","Tsuga heterophylla","Tsuga heterophylla","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2687210"
"Vaccinium alaskaense",NA,"Vaccinium","Ericaceae","Ericales","animal","shrub",NA,NA,NA,1000,NA,NA,NA,NA,519,1000,NA,1000,"field","temperate","Hickey et al. 1999","Vaccinium","alaskaense",NA,"Vaccinium alaskaense","Vaccinium alaskaense","Vaccinium alaskensis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:9227907"
"Verbena stricta",NA,"Verbena","Verbenaceae","Lamiales","wind (none)","herb",0.95,NA,1.66,3.5,NA,NA,1.03,NA,NA,3.5,NA,3.5,"field","temperate","Platt & Weis 1977","Verbena","stricta",NA,"Verbena stricta","Verbena stricta","Verbena stricta","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","gbif","GBIF:2925531"
"Viola blanda",NA,"Viola","Violaceae","Malpighiales","ballistic","herb",0.96,NA,NA,3.8,NA,NA,1,NA,NA,3.8,NA,3.8,"field","temperate","Beattie & Lyons 1975","Viola","blanda",NA,"Viola blanda","Viola blanda","Viola blanda","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331300"
"Viola cucullata",NA,"Viola","Violaceae","Malpighiales","ballistic","herb",NA,NA,NA,2.1,NA,NA,1.5,NA,NA,2.1,NA,2.1,"field","temperate","Beattie & Lyons 1975","Viola","cucullata",NA,"Viola cucullata","Viola cucullata","Viola cucullata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331189"
"Viola pedata",NA,"Viola","Violaceae","Malpighiales","ballistic","herb",0.93,NA,NA,5.1,NA,NA,1.4,NA,NA,5.1,NA,5.1,"field","temperate","Beattie & Lyons 1975","Viola","pedata",NA,"Viola pedata","Viola pedata","Viola pedata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331278"
