"reported_name","reported_name_fixed","scientificName","scientificName_checked","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Unit","Database","Sex","group","type","ObservationTypeGeneral","DispersalDistanceKm"
"Picea glauca","Picea glauca","Picea glauca","Picea glauca","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284745","seed dispersal (unknown)","Greene & Johnson 1995 in Cain et al. 1998","Maximum",475,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.475
"Pinus sylvestris","Pinus sylvestris","Pinus sylvestris","Pinus sylvestris","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5285637","seed dispersal (unknown)","Firbas 1935 in Müller-Schneider 1983","Maximum",2000,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",2
"Tilia platyphyllos","Tilia platyphyllos","Tilia platyphyllos","Tilia platyphyllos","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152048","seed dispersal (unknown)","Müller-Schneider 1986","Maximum observed",80,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.08
"Betula alleghaniensis","Betula alleghaniensis","Betula alleghaniensis","Betula alleghaniensis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:5331779","seed dispersal (unknown)","Greene & Johnson 1997","Maximum",200,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.2
"Achillea millefolium","Achillea millefolium","Achillea millefolium","Achillea millefolium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120060","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.07,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",7e-05
"Achillea millefolium","Achillea millefolium","Achillea millefolium","Achillea millefolium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120060","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.39,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00039
"Achillea nana","Achillea nana","Achillea nana","Achillea nana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8714852","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",4,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.004
"Arabis alpina","Arabis alpina","Arabis alpina","Arabis alpina","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5375020","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",1,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.001
"Arabis hirsuta","Arabis hirsuta","Arabis hirsuta","Arabis hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:9202524","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.09,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",9e-05
"Arabis hirsuta","Arabis hirsuta","Arabis hirsuta","Arabis hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:9202524","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.47,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00047
"Arenaria serpyllifolia","Arenaria serpyllifolia","Arenaria serpyllifolia","Arenaria serpyllifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:8089871","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.03,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",3e-05
"Arenaria serpyllifolia","Arenaria serpyllifolia","Arenaria serpyllifolia","Arenaria serpyllifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:8089871","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.13,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00013
"Bellis perennis","Bellis perennis","Bellis perennis","Bellis perennis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3117424","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.02,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",2e-05
"Bellis perennis","Bellis perennis","Bellis perennis","Bellis perennis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3117424","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.09,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",9e-05
"Campanula rotundifolia","Campanula rotundifolia","Campanula rotundifolia","Campanula rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:5410907","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.07,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",7e-05
"Campanula rotundifolia","Campanula rotundifolia","Campanula rotundifolia","Campanula rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:5410907","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.35,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00035
"Capsella bursa-pastoris","Capsella bursa-pastoris","Capsella bursa-pastoris","Capsella bursa-pastoris","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5375388","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.05,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",5e-05
"Capsella bursa-pastoris","Capsella bursa-pastoris","Capsella bursa-pastoris","Capsella bursa-pastoris","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5375388","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.23,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00023
"Cerastium arvense","Cerastium arvense","Cerastium arvense","Cerastium arvense","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085433","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",1,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.001
"Cerastium pedunculatum","Cerastium pedunculatum","Cerastium pedunculatum","Cerastium pedunculatum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:8293072","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",1,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.001
"Linaria alpina","Linaria alpina","Linaria alpina","Linaria alpina","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5560037","seed dispersal (unknown)","Stöcklin & Bäumler 1998","Maximum",12,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.012
"Linum catharticum","Linum catharticum","Linum catharticum","Linum catharticum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","gbif","GBIF:2873865","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.02,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",2e-05
"Linum catharticum","Linum catharticum","Linum catharticum","Linum catharticum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","gbif","GBIF:2873865","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.13,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00013
"Linum catharticum","Linum catharticum","Linum catharticum","Linum catharticum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","gbif","GBIF:2873865","seed dispersal (unknown)","Verkaar et al. 1983","Maximum in dense vegetation",0.41,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00041
"Linum catharticum","Linum catharticum","Linum catharticum","Linum catharticum","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Linaceae","gbif","GBIF:2873865","seed dispersal (unknown)","Verkaar et al. 1983","Maximum in open micro-sites",0.63,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00063
"Primula veris","Primula veris","Primula veris","Primula veris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:8377689","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.03,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",3e-05
"Primula veris","Primula veris","Primula veris","Primula veris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:8377689","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.12,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00012
"Sagina saginoides","Sagina saginoides","Sagina saginoides","Sagina saginoides","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:7952995","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",10,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.01
"Saxifraga tridactylites","Saxifraga tridactylites","Saxifraga tridactylites","Saxifraga tridactylites","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","gbif","GBIF:3032833","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.02,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",2e-05
"Saxifraga tridactylites","Saxifraga tridactylites","Saxifraga tridactylites","Saxifraga tridactylites","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","gbif","GBIF:3032833","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.11,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00011
"Silene rupestris","Silene rupestris","Silene rupestris","Atocion rupestre","Plantae",NA,"Magnoliopsida","Caryophyllales","Caryophyllaceae","itis","ITIS:823562","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",10,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.01
"Aquilegia vulgaris","Aquilegia vulgaris","Aquilegia vulgaris","Aquilegia vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033191","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.07,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",7e-05
"Aquilegia vulgaris","Aquilegia vulgaris","Aquilegia vulgaris","Aquilegia vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033191","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.41,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00041
"Campanula trachelium","Campanula trachelium","Campanula trachelium","Campanula trachelium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:5412014","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.25,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00025
"Campanula trachelium","Campanula trachelium","Campanula trachelium","Campanula trachelium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:5412014","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",1.45,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00145
"Daucus carotta","Daucus carotta","Daucus carota","Daucus carota","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034742","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.15,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00015
"Daucus carotta","Daucus carotta","Daucus carota","Daucus carota","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034742","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.93,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00093
"Oenothera biennis","Oenothera biennis","Oenothera biennis","Oenothera biennis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3188924","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.15,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00015
"Oenothera biennis","Oenothera biennis","Oenothera biennis","Oenothera biennis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3188924","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.98,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00098
"Oenothera biennis","Oenothera biennis","Oenothera biennis","Oenothera biennis","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3188924","seed dispersal (unknown)","Platt & Weis 1977 in Willson 1993","Maximum",5,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.005
"Papaver dubium","Papaver dubium","Papaver dubium","Papaver dubium","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888464","seed dispersal (unknown)","Salisbury 1942 in Willson 1993","Maximum",2.1,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0021
"Papaver rhoeas","Papaver rhoeas","Papaver rhoeas","Papaver rhoeas","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888443","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.1,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",1e-04
"Papaver rhoeas","Papaver rhoeas","Papaver rhoeas","Papaver rhoeas","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888443","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.5,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",5e-04
"Rhododendron ferrugineum","Rhododendron ferrugineum","Rhododendron ferrugineum","Rhododendron ferrugineum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2883073","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",25,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.025
"Silene pratensis","Silene pratensis","Silene latifolia","Silene latifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384805","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.1,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",1e-04
"Silene pratensis","Silene pratensis","Silene latifolia","Silene latifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:5384805","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.57,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00057
"Verbascum thapsus","Verbascum thapsus","Verbascum thapsus","Verbascum thapsus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif","GBIF:3171949","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.15,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00015
"Verbascum thapsus","Verbascum thapsus","Verbascum thapsus","Verbascum thapsus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif","GBIF:3171949","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.87,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00087
"Fagus sylvatica","Fagus sylvatica","Fagus sylvatica","Fagus sylvatica","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2882316","seed dispersal (unknown)","Jensen 1985 in Cain et al. 1998","Mean by rodents (Clethrionomys sp. and Apodemus sp.)",4.13,"MeanDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Mean","seed dispersal",0.00413
"Fagus sylvatica","Fagus sylvatica","Fagus sylvatica","Fagus sylvatica","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2882316","seed dispersal (unknown)","Jensen 1985 in Cain et al. 1998","Maximum by rodents (Clethrionomys sp. and Apodemus sp.)",13,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.013
"Helianthus annuus","Helianthus annuus","Helianthus annuus","Helianthus annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9206251","seed dispersal (unknown)","Müller-Schneider 1949","Mean by nuthatch (Sitta europaea)",20,"MeanDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Mean","seed dispersal",0.02
"Juglans nigra","Juglans nigra","Juglans nigra","Juglans nigra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054357","seed dispersal (unknown)","Stapanian & Smith 1978, 1986","Mean by fox squirrels (Sciurus niger)",38.1,"MeanDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Mean","seed dispersal",0.0381
